eye_timestamp,eye1_x_coordinate,eye1_y_coordinate,eye1_pupil_size,eye2_x_coordinate,eye2_y_coordinate,eye2_pupil_size,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1
76,1,2,491.61,61.68,43.87,6.23,1,1386.55,490.86,1151.96,491.61,27.13,27.13,5.87,28.55,28.55,6.23,1384.43,493.47,1390.49,493.45,1153.29,494.36,1159.28,494.33,695.97,493.08,688.99,464.58,0,1,1,2,-1,-1,-10.19,61.68,731.09,43.87,62.14,739.02,0.06,0.04,-1,0.15,0.05,-0.99,0,0,0
77,1,2,491.1,61.76,43.91,6.25,1,1386.55,490.67,1151.91,491.1,27.23,27.23,5.9,28.44,28.44,6.25,1384.46,493.42,1390.56,493.37,1153.21,494.23,1159.24,494.2,698.52,482.69,691.55,435.5,0,1,1,2,-1,-1,-10.21,61.76,731.88,43.91,62.21,739.4,0.06,0.05,-1,0.15,0.07,-0.99,0,0,0
78,1,2,491.24,61.61,43.86,6.26,1,1386.65,490.44,1151.95,491.24,27.26,27.26,5.91,28.49,28.49,6.26,1384.44,493.1,1390.76,493.05,1153.04,493.9,1159.2,493.89,697.57,483.96,680.06,467.85,0,1,1,2,-1,-1,-10.2,61.61,729.18,43.86,62.18,738.26,0.06,0.04,-1,0.14,0.04,-0.99,0,0,0
79,1,2,491.07,61.8,43.92,6.28,1,1386.48,490.13,1151.66,491.07,27.01,27.01,5.92,28.51,28.51,6.28,1384.49,492.55,1390.76,492.65,1153.08,493.61,1159.14,493.63,707.47,491.35,694.04,474.24,0,1,1,2,-1,-1,-10.21,61.8,730.12,43.92,62.32,739.13,0.07,0.03,-1,0.16,0.04,-0.99,0,0,0
80,1,2,490.89,61.93,43.88,6.28,1,1386.61,490.23,1151.57,490.89,27.01,27.01,5.92,28.32,28.32,6.28,1384.44,492.53,1390.64,492.58,1152.89,493.66,1159.07,493.62,700.19,501.57,693.27,465.66,0,1,1,2,-1,-1,-10.22,61.93,731.56,43.88,62.22,737.92,0.06,0.03,-1,0.15,0.05,-0.99,0,0,0
81,1,2,490.9,61.86,43.78,6.28,1,1386.5,490.33,1151.63,490.9,27.2,27.2,5.93,28.34,28.34,6.28,1384.32,492.71,1390.6,492.67,1152.71,493.81,1159.04,493.76,700.13,500,687.23,456.02,0,1,1,2,-1,-1,-10.19,61.86,731.11,43.78,62.01,735.92,0.06,0.03,-1,0.14,0.05,-0.99,0,0,0
82,1,2,491.16,61.72,43.86,6.29,1,1386.49,490.49,1151.33,491.16,27.28,27.28,5.94,28.52,28.52,6.29,1384.24,493.14,1390.56,493.16,1152.46,494.22,1158.71,494.22,696.91,482.38,687.64,436.67,0,1,1,2,-1,-1,-10.17,61.72,730.7,43.86,61.93,736.11,0.06,0.04,-1,0.15,0.06,-0.99,0,0,0
83,1,2,491.46,61.88,43.83,6.29,1,1386.47,490.94,1151.4,491.46,27.15,27.15,5.95,28.36,28.36,6.29,1384.37,493.42,1390.46,493.41,1152.46,494.37,1158.71,494.35,698,489.41,684.61,448.31,0,1,1,2,-1,-1,-10.21,61.88,733.36,43.83,61.86,735.64,0.06,0.03,-1,0.14,0.05,-0.99,0,0,0
84,1,2,491.7,61.89,43.71,6.3,1,1386.52,491.13,1151.51,491.7,27.39,27.39,5.97,28.62,28.62,6.3,1384.41,493.51,1390.54,493.49,1152.56,494.64,1158.9,494.54,698.18,494.78,683.69,448.94,0,1,1,2,-1,-1,-10.23,61.89,733.71,43.71,61.68,734.2,0.06,0.03,-1,0.14,0.05,-0.99,0,0,0
85,1,2,491.97,61.61,43.69,6.29,1,1386.74,491.24,1151.7,491.97,27.33,27.33,5.98,28.28,28.28,6.29,1384.5,493.63,1390.91,493.76,1152.86,494.87,1159.09,494.8,696.74,492.22,683.7,449.21,0,1,1,2,-1,-1,-10.24,61.61,730.83,43.69,61.67,734.73,0.06,0.03,-1,0.15,0.05,-0.99,0,0,0
86,1,2,491.85,61.23,43.7,6.29,1,1386.93,491.16,1151.81,491.85,27.18,27.18,5.97,28.46,28.46,6.29,1384.59,493.52,1391.23,493.55,1152.92,494.68,1159.11,494.56,695.77,497.84,681.2,452.95,0,1,1,2,-1,-1,-10.22,61.23,725.92,43.7,61.74,735.03,0.06,0.03,-1,0.14,0.05,-0.99,0,0,0
87,1,2,491.25,60.79,43.77,6.29,1,1386.94,490.91,1151.97,491.25,27.1,27.1,5.95,28.24,28.24,6.29,1384.6,493.42,1391.34,493.39,1153.12,494.37,1159.17,494.33,696.48,496.8,680.16,434.72,0,1,1,2,-1,-1,-10.16,60.79,720.37,43.77,61.95,736.73,0.06,0.03,-1,0.14,0.06,-0.99,0,0,0
88,1,2,491.2,61.44,43.74,6.27,1,1386.78,490.37,1151.51,491.2,27.1,27.1,5.95,27.99,27.99,6.27,1384.62,492.88,1391.06,492.86,1152.9,493.9,1159.07,493.85,698,496.7,684.85,456.01,0,1,1,2,-1,-1,-10.22,61.44,726.58,43.74,61.97,735.64,0.06,0.03,-1,0.16,0.04,-0.99,0,0,0
89,1,2,490.88,61.83,43.69,6.28,1,1386.62,490.23,1151.57,490.88,27.15,27.15,5.95,28.4,28.4,6.28,1384.48,492.5,1390.73,492.59,1152.55,493.55,1158.9,493.51,698.29,501.92,678.48,459.04,0,1,1,2,-1,-1,-10.21,61.83,730.27,43.69,61.89,733.79,0.06,0.02,-1,0.14,0.04,-0.99,0,0,0
90,1,2,490.36,62.08,43.85,6.28,1,1386.47,490.01,1151.56,490.36,27.18,27.18,5.96,28.37,28.37,6.28,1384.39,492.47,1390.5,492.46,1152.43,493.4,1158.54,493.42,697.28,499.07,671.06,439.87,0,1,1,2,-1,-1,-10.22,62.08,733.07,43.85,62.07,735.52,0.06,0.03,-1,0.13,0.06,-0.99,0,0,0
91,1,2,490.61,62.18,43.92,6.28,1,1386.34,490.1,1151.31,490.61,26.65,26.65,5.95,28.32,28.32,6.28,1384.4,492.46,1390.48,492.45,1152.41,493.43,1158.46,493.41,699.84,500.71,673.39,448.75,0,1,1,2,-1,-1,-10.23,62.18,734.24,43.92,62.15,736.58,0.07,0.03,-1,0.14,0.05,-0.99,0,0,0
92,1,2,491.01,62.12,43.85,6.28,1,1386.56,490.18,1151.33,491.01,26.87,26.87,5.94,28.28,28.28,6.28,1384.44,492.51,1390.58,492.52,1152.47,493.51,1158.62,493.48,698.87,501.32,673.77,468.9,0,1,1,2,-1,-1,-10.24,62.12,733.61,43.85,62.06,735.7,0.06,0.03,-1,0.14,0.03,-0.99,0,0,0
93,1,2,491.12,61.48,43.68,6.26,1,1386.74,490.39,1151.52,491.12,27.07,27.07,5.94,28.02,28.02,6.26,1384.49,492.87,1390.94,492.92,1152.69,493.9,1158.99,493.91,699.21,499.9,676.06,454.29,0,1,1,2,-1,-1,-10.19,61.48,727.18,43.68,61.83,734.1,0.06,0.03,-1,0.15,0.05,-0.99,0,0,0
94,1,2,491.32,60.67,43.55,6.25,1,1386.74,490.86,1151.96,491.32,27.13,27.13,5.93,28,28,6.25,1384.54,493.44,1391.25,493.38,1152.72,494.42,1159.13,494.4,701.26,500.35,666.8,440.04,0,1,1,2,-1,-1,-10.12,60.67,718.92,43.55,61.56,732.26,0.07,0.03,-1,0.13,0.06,-0.99,0,0,0
95,1,2,491.92,60.63,43.62,6.24,1,1386.95,491.38,1151.77,491.92,26.9,26.9,5.91,27.94,27.94,6.24,1384.61,493.58,1391.23,493.61,1152.88,494.82,1159.08,494.71,699.97,509.01,672.31,451.93,0,1,1,2,-1,-1,-10.13,60.63,719,43.62,61.6,733.69,0.06,0.02,-1,0.14,0.05,-0.99,0,0,0
96,1,2,492.09,60.83,43.65,6.22,1,1386.7,491.35,1151.57,492.09,26.81,26.81,5.89,27.78,27.78,6.22,1384.63,493.76,1391.11,493.78,1152.87,494.94,1159.04,494.97,703.02,504.15,678.15,450.26,0,1,1,2,-1,-1,-10.16,60.83,721.87,43.65,61.58,733.96,0.07,0.03,-1,0.15,0.05,-0.99,0,0,0
97,1,2,492.24,61.13,43.32,6.2,1,1388.65,491.59,1153.52,492.24,26.88,26.88,5.89,27.74,27.74,6.2,1385.46,493.69,1391.8,493.82,1153.9,494.95,1160.21,494.93,593.16,510.14,621.07,463.78,0,1,1,2,-1,-1,-10.38,61.13,725.31,43.32,61.49,732.83,0.01,0.02,-1,0.11,0.04,-0.99,0,0,0
98,1,2,491.9,61.73,43.04,6.19,1,1390.12,491.62,1155.44,491.9,26.83,26.83,5.89,27.81,27.81,6.19,1386.47,493.47,1392.58,493.49,1154.86,494.6,1161.2,494.57,539.89,527.3,514.89,470.19,0,1,1,2,-1,-1,-10.68,61.73,731.71,43.04,61.49,731.96,-0.01,0,-1,0.07,0.04,-1,0,0,0
99,1,2,491.48,61.51,42.99,6.17,1,1390.27,491.16,1155.25,491.48,26.87,26.87,5.89,27.74,27.74,6.17,1386.46,493.3,1392.72,493.15,1154.71,494.19,1161.12,494.3,531.75,517.9,518.6,468.65,0,1,1,2,-1,-1,-10.65,61.51,728.38,42.99,61.45,730.52,-0.02,0.01,-1,0.07,0.05,-1,0,0,0
100,1,2,490.76,61.94,42.98,6.16,1,1390.38,490.62,1155.18,490.76,26.69,26.69,5.89,27.73,27.73,6.16,1386.4,492.5,1392.54,492.48,1154.54,493.59,1160.95,493.64,516.64,531.09,516.68,463.76,0,1,1,2,-1,-1,-10.66,61.94,731.44,42.98,61.53,729.68,-0.03,0,-1,0.06,0.05,-1,0,0,0
101,1,2,490.63,62.09,42.96,6.14,1,1390.08,490.25,1154.94,490.63,26.74,26.74,5.89,27.6,27.6,6.14,1386.39,492.39,1392.51,492.43,1154.48,493.4,1160.85,493.45,527.33,516.23,519.81,468.28,0,1,1,2,-1,-1,-10.68,62.09,733.07,42.96,61.53,729.16,-0.02,0.02,-1,0.07,0.05,-1,0,0,0
102,1,2,490.69,62.26,42.92,6.13,1,1390.27,490.39,1155.17,490.69,26.72,26.72,5.89,27.63,27.63,6.13,1386.45,492.43,1392.52,492.44,1154.46,493.46,1160.84,493.5,520.86,522.46,514.95,471.09,0,1,1,2,-1,-1,-10.72,62.26,735.08,42.92,61.45,728.42,-0.02,0.01,-1,0.06,0.05,-1,0,0,0
103,1,2,491.21,61.73,42.82,6.11,1,1390.31,490.95,1155.11,491.21,26.59,26.59,5.88,27.56,27.56,6.11,1386.36,492.91,1392.71,492.97,1154.51,494.11,1160.95,494.22,520.34,528.21,516.85,463.7,0,1,1,2,-1,-1,-10.66,61.73,730.23,42.82,61.17,726.96,-0.02,0.01,-1,0.07,0.05,-1,0,0,0
104,1,2,491.93,61.72,42.76,6.09,1,1390.3,491.61,1155.44,491.93,26.71,26.71,5.88,27.43,27.43,6.09,1386.5,493.48,1392.78,493.57,1154.73,494.68,1161.11,494.62,523.77,533.18,513.09,472.93,0,1,1,2,-1,-1,-10.7,61.72,731.69,42.76,61.03,726.63,-0.02,0.01,-1,0.06,0.04,-1,0,0,0
105,1,2,492.53,60.95,42.71,6.07,1,1390.38,492.31,1155.67,492.53,26.37,26.37,5.86,27.32,27.32,6.07,1386.55,494.38,1393.12,494.21,1154.95,495.22,1161.29,495.36,528.54,533.79,510.75,473.46,0,1,1,2,-1,-1,-10.65,60.95,724.67,42.71,60.89,726.71,-0.01,0.01,-1,0.06,0.05,-1,0,0,0
106,1,2,492.45,60.36,42.75,6.06,1,1390.6,492.36,1155.67,492.45,26.63,26.63,5.84,27.34,27.34,6.06,1386.66,494.41,1393.41,494.43,1155.15,495.31,1161.34,495.41,529.05,533.23,512.88,470.27,0,1,1,2,-1,-1,-10.59,60.36,717.96,42.75,60.97,727.82,-0.01,0.01,-1,0.06,0.05,-1,0,0,0
107,1,2,492.1,60.94,42.75,6.05,1,1390.75,492.18,1155.97,492.1,26.34,26.34,5.82,27.47,27.47,6.05,1386.99,494.08,1393.44,494.24,1155.23,495.02,1161.42,495.03,531.14,536.15,507.88,470.86,0,1,1,2,-1,-1,-10.73,60.94,724.13,42.75,61.07,728.11,-0.01,0.01,-1,0.05,0.05,-1,0,0,0
108,1,2,491.5,61.14,42.8,6.04,1,1390.93,491.71,1155.86,491.5,26.44,26.44,5.81,27.14,27.14,6.04,1387.06,493.46,1393.47,493.45,1155.28,494.31,1161.43,494.33,528.49,545.63,509.37,471.95,0,1,1,2,-1,-1,-10.74,61.14,724.59,42.8,61.31,729.07,-0.02,0,-1,0.06,0.05,-1,0,0,0
109,1,2,490.79,61.17,42.83,6.01,1,1390.73,490.86,1155.72,490.79,26.51,26.51,5.8,26.92,26.92,6.01,1386.89,492.8,1393.36,492.69,1155.11,493.59,1161.34,493.65,529.25,541.88,508.93,471.04,0,1,1,2,-1,-1,-10.69,61.17,723.12,42.83,61.47,729,-0.01,0,-1,0.06,0.05,-1,0,0,0
110,1,2,490.29,60.66,42.86,6.02,1,1390.59,490.51,1155.37,490.29,26.25,26.25,5.78,27.53,27.53,6.02,1386.55,492.44,1393.31,492.42,1154.84,493.28,1161.16,493.35,528.43,544.07,511.1,465.39,0,1,1,2,-1,-1,-10.54,60.66,716.19,42.86,61.51,728.64,-0.02,0,-1,0.07,0.06,-1,0,0,0
111,1,2,490.41,61.32,42.87,6.01,1,1390.54,490.45,1155.44,490.41,26.38,26.38,5.77,27.11,27.11,6.01,1386.5,492.42,1392.88,492.35,1154.55,493.29,1160.94,493.37,524.68,542.17,503.53,467.7,0,1,1,2,-1,-1,-10.6,61.32,723.92,42.87,61.44,727.81,-0.03,0.01,-1,0.05,0.05,-1,0,0,0
112,1,2,490.86,61.43,42.84,6,1,1390.33,490.72,1155.18,490.86,26.24,26.24,5.76,27.27,27.27,6,1386.49,492.55,1392.79,492.68,1154.49,493.41,1160.9,493.46,527.17,545.07,505.12,478.91,0,1,1,2,-1,-1,-10.62,61.43,725.8,42.84,61.35,727.11,-0.02,0,-1,0.06,0.04,-1,0,0,0
113,1,2,491.23,60.76,42.79,5.98,1,1390.56,491.43,1155.37,491.23,26.06,26.06,5.74,26.87,26.87,5.98,1386.53,493.43,1393.1,493.34,1154.67,494.05,1161.05,494.19,526.09,545.66,505.45,467.99,0,1,1,2,-1,-1,-10.57,60.76,720.02,42.79,61.18,726.89,-0.02,0.01,-1,0.06,0.05,-1,0,0,0
114,1,2,491.55,60.72,42.75,5.97,1,1390.79,491.85,1155.79,491.55,26.25,26.25,5.73,27.11,27.11,5.97,1386.85,493.77,1393.35,493.67,1154.99,494.45,1161.3,494.47,527.49,548.53,501.87,468.08,0,1,1,2,-1,-1,-10.64,60.72,720.4,42.75,61.14,727.44,-0.02,0,-1,0.05,0.05,-1,0,0,0
115,1,2,491.78,60.82,42.81,5.97,1,1391.08,491.97,1155.9,491.78,26.08,26.08,5.72,27.06,27.06,5.97,1387.26,494.11,1393.61,494.11,1155.36,494.53,1161.49,494.6,527.47,542.47,504.39,469.91,0,1,1,2,-1,-1,-10.75,60.82,722.64,42.81,61.29,729.51,-0.02,0.02,-1,0.06,0.05,-1,0,0,0
116,1,2,491.75,60.8,42.69,5.95,1,1391.32,492.1,1156.02,491.75,25.94,25.94,5.71,26.79,26.79,5.95,1387.43,494.01,1393.81,493.95,1155.42,494.41,1161.78,494.46,525.79,548.8,506.05,474.5,0,1,1,2,-1,-1,-10.79,60.8,722.07,42.69,61.2,728.08,-0.02,0,-1,0.06,0.04,-1,0,0,0
117,1,2,491.3,60.99,42.68,5.95,1,1391.36,491.94,1156.37,491.3,25.96,25.96,5.7,26.94,26.94,5.95,1387.49,493.59,1393.77,493.68,1155.46,494.3,1161.79,494.37,524.2,555.85,499.53,464.54,0,1,1,2,-1,-1,-10.81,60.99,723.36,42.68,61.23,728.15,-0.02,0,-1,0.05,0.06,-1,0,0,0
118,1,2,491.41,61.32,42.77,5.93,1,1391.18,491.68,1156.01,491.41,25.81,25.81,5.69,26.64,26.64,5.93,1387.47,493.48,1393.56,493.49,1155.33,494.13,1161.58,494.22,523.92,554.64,502.65,473.53,0,1,1,2,-1,-1,-10.84,61.32,726.89,42.77,61.33,728.91,-0.02,0,-1,0.06,0.05,-1,0,0,0
119,1,2,491.1,61.31,42.86,5.91,1,1390.98,491.6,1155.84,491.1,25.36,25.36,5.66,26.53,26.53,5.91,1387.28,493.44,1393.49,493.44,1155.19,493.91,1161.39,493.9,524.78,553.53,502.71,472.51,0,1,1,2,-1,-1,-10.8,61.31,726.64,42.86,61.48,729.85,-0.01,0,-1,0.06,0.05,-1,0,0,0
120,1,2,490.79,61.03,42.87,5.9,1,1390.8,491.39,1155.73,490.79,25.55,25.55,5.64,26.51,26.51,5.9,1386.99,493.31,1393.45,493.41,1155.04,493.66,1161.33,493.62,525.05,551.11,502.56,471.1,0,1,1,2,-1,-1,-10.71,61.03,723.08,42.87,61.51,729.59,-0.01,0.01,-1,0.06,0.05,-1,0,0,0
121,1,2,490.61,61.05,42.9,5.88,1,1390.74,491.18,1155.81,490.61,25.72,25.72,5.63,26.48,26.48,5.88,1386.97,493.21,1393.44,493.33,1155.03,493.5,1161.28,493.49,526.32,546.21,499.54,471.52,0,1,1,2,-1,-1,-10.71,61.05,723.03,42.9,61.58,729.94,-0.01,0.01,-1,0.05,0.05,-1,0,0,0
122,1,2,490.75,61.25,42.92,5.87,1,1391.02,491.35,1155.83,490.75,25.51,25.51,5.62,26.43,26.43,5.87,1387.19,493.29,1393.49,493.4,1155.17,493.51,1161.34,493.57,526.02,547.83,501.07,474.39,0,1,1,2,-1,-1,-10.78,61.25,725.69,42.92,61.63,730.72,-0.02,0.01,-1,0.06,0.05,-1,0,0,0
123,1,2,490.94,61.56,42.95,5.86,1,1390.91,491.55,1155.97,490.94,25.66,25.66,5.62,26.2,26.2,5.86,1387.43,493.43,1393.53,493.44,1155.31,493.62,1161.43,493.77,530.95,551.25,500.42,474.1,0,1,1,2,-1,-1,-10.87,61.56,729.59,42.95,61.68,731.7,-0.01,0,-1,0.06,0.05,-1,0,0,0
124,1,2,491.03,61.47,42.91,5.83,1,1391.39,491.6,1156.12,491.03,25.49,25.49,5.62,25.91,25.91,5.83,1387.51,493.47,1393.75,493.52,1155.45,493.89,1161.64,493.99,526.27,550.8,500.63,471.74,0,1,1,2,-1,-1,-10.89,61.47,728.66,42.91,61.62,731.68,-0.02,0.01,-1,0.06,0.05,-1,0,0,0
125,1,2,491.12,61.13,42.84,5.81,1,1391.37,491.6,1156.21,491.12,25.41,25.41,5.6,26.04,26.04,5.81,1387.53,493.49,1394.05,493.58,1155.55,493.91,1161.84,494.02,529.17,550.18,502.41,473.15,0,1,1,2,-1,-1,-10.87,61.13,724.75,42.84,61.57,731.12,-0.01,0.01,-1,0.06,0.05,-1,0,0,0
126,1,2,491.35,61.15,42.87,5.79,1,1391.24,491.82,1156.25,491.35,25.3,25.3,5.59,25.89,25.89,5.79,1387.53,493.48,1394.02,493.56,1155.52,493.96,1161.78,494.09,533.29,559.97,500.8,477.38,0,1,1,2,-1,-1,-10.87,61.15,724.9,42.87,61.58,731.41,-0.01,0,-1,0.06,0.04,-1,0,0,0
127,1,2,491.28,61.24,42.91,5.78,1,1391.3,491.85,1156.08,491.28,25.39,25.39,5.58,25.9,25.9,5.78,1387.49,493.52,1393.85,493.69,1155.37,494.15,1161.65,494.26,530.76,559.41,500.69,471.15,0,1,1,2,-1,-1,-10.86,61.24,726.27,42.91,61.54,731.47,-0.01,0,-1,0.06,0.05,-1,0,0,0
128,1,2,491.45,61.26,42.98,5.77,1,1391.18,491.84,1155.86,491.45,25.31,25.31,5.57,26.01,26.01,5.77,1387.42,493.66,1393.74,493.73,1155.31,494.22,1161.49,494.26,531.85,555.69,503.27,474.5,0,1,1,2,-1,-1,-10.85,61.26,726.72,42.98,61.61,732.39,-0.01,0,-1,0.06,0.05,-1,0,0,0
129,1,2,491.19,61.44,43,5.76,1,1391.17,491.83,1155.85,491.19,24.98,24.98,5.56,25.78,25.78,5.76,1387.41,493.57,1393.63,493.58,1155.26,494.17,1161.48,494.25,530.97,559.71,504.89,468.94,0,1,1,2,-1,-1,-10.86,61.44,728.54,43,61.63,732.59,-0.02,0,-1,0.06,0.06,-1,0,0,0
130,1,2,491.15,61.68,43.04,5.75,1,1391.04,491.55,1155.79,491.15,25.14,25.14,5.55,25.98,25.98,5.75,1387.45,493.42,1393.56,493.45,1155.23,493.91,1161.42,493.94,532.75,555.42,505.89,473.36,0,1,1,2,-1,-1,-10.9,61.68,731.04,43.04,61.74,733,-0.01,0,-1,0.06,0.05,-1,0,0,0
131,1,2,490.81,61.62,43.04,5.73,1,1391.12,491.39,1155.86,490.81,25.1,25.1,5.54,25.52,25.52,5.73,1387.46,493.31,1393.71,493.23,1155.28,493.51,1161.45,493.58,533.13,556.69,506.5,475.41,0,1,1,2,-1,-1,-10.9,61.62,729.84,43.04,61.85,733.27,-0.01,0,-1,0.06,0.05,-1,0,0,0
132,1,2,490.77,61.6,43.1,5.73,1,1391.14,491.19,1155.71,490.77,25.31,25.31,5.55,25.79,25.79,5.73,1387.38,493.09,1393.71,493,1155.23,493.37,1161.38,493.44,531.84,558.56,509.01,480.02,0,1,1,2,-1,-1,-10.87,61.6,728.98,43.1,61.93,733.93,-0.01,0,-1,0.07,0.04,-1,0,0,0
133,1,2,490.01,61.18,43.14,5.73,1,1390.13,490.27,1155.1,490.01,25.32,25.32,5.54,25.87,25.87,5.73,1386.69,492.53,1393.4,492.49,1154.89,493.11,1161.17,493.21,553.46,548.04,530.65,457.02,0,1,1,2,-1,-1,-10.66,61.18,722.52,43.14,61.96,733.54,0.01,0.02,-1,0.08,0.07,-0.99,0,0,0
134,1,2,489.72,61.19,43.15,5.71,1,1389.95,489.96,1155.08,489.72,25.47,25.47,5.54,25.5,25.5,5.71,1386.52,492.45,1393.11,492.49,1154.73,493.01,1161.03,493.14,553.32,508.46,528.22,431.71,0,1,1,2,-1,-1,-10.61,61.19,722.56,43.15,61.95,733.15,0.01,0.03,-1,0.08,0.08,-0.99,0,0,0
135,1,2,490.13,61.17,43.11,5.7,1,1390.12,490.32,1154.84,490.13,25.26,25.26,5.53,25.72,25.72,5.7,1386.65,492.78,1393.14,492.77,1154.56,493.3,1160.94,493.32,550.17,506.73,539.28,443.49,0,1,1,2,-1,-1,-10.64,61.17,723.2,43.11,61.79,732.01,0,0.03,-1,0.08,0.07,-0.99,0,0,0
136,1,2,490.38,60.76,43.03,5.7,1,1390.03,490.77,1155.03,490.38,25.06,25.06,5.51,25.77,25.77,5.7,1386.65,493.3,1393.29,493.27,1154.66,493.54,1161.06,493.52,563.66,502.33,536.61,443.65,0,1,1,2,-1,-1,-10.6,60.76,719.72,43.03,61.66,731.04,0.01,0.03,-1,0.08,0.07,-0.99,0,0,0
137,1,2,490.34,60.71,42.98,5.7,1,1390.39,490.96,1155.01,490.34,25.3,25.3,5.51,25.85,25.85,5.7,1386.85,493.41,1393.43,493.41,1154.84,493.82,1161.17,493.74,553.89,504.33,550.09,422.16,0,1,1,2,-1,-1,-10.64,60.71,719.47,42.98,61.59,730.83,0,0.03,-1,0.08,0.08,-0.99,0,0,0
138,1,2,490.59,61.32,42.92,5.69,1,1390.51,490.88,1155.3,490.59,25.33,25.33,5.51,25.73,25.73,5.69,1387.27,493.39,1393.47,493.41,1154.93,493.82,1161.27,493.77,562.42,498.55,540.8,434.7,0,1,1,2,-1,-1,-10.8,61.32,726.68,42.92,61.53,730.2,0.01,0.03,-1,0.08,0.07,-0.99,0,0,0
139,1,2,490.57,61.1,42.92,5.67,1,1390.44,490.57,1155.42,490.57,25.09,25.09,5.5,25.35,25.35,5.67,1387.15,493.14,1393.51,493.23,1154.99,493.55,1161.25,493.52,565.11,494.45,535.34,455.28,0,1,1,2,-1,-1,-10.74,61.1,723.42,42.92,61.59,730.16,0.01,0.04,-1,0.07,0.06,-1,0,0,0
140,1,2,490.27,61.01,42.88,5.67,1,1390.32,490.28,1155.26,490.27,25.27,25.27,5.5,25.68,25.68,5.67,1386.96,492.73,1393.45,492.52,1154.85,493.3,1161.2,493.35,567.15,507.23,540.21,447.39,0,1,1,2,-1,-1,-10.67,61.01,720.86,42.88,61.55,729.19,0.01,0.02,-1,0.07,0.06,-1,0,0,0
141,1,2,490.14,60.74,42.95,5.67,1,1390.08,489.93,1154.76,490.14,24.91,24.91,5.48,25.91,25.91,5.67,1386.56,492.44,1393.23,492.49,1154.5,493.18,1160.84,493.28,565.36,498.23,546.43,443.44,0,1,1,2,-1,-1,-10.55,60.74,717.2,42.95,61.55,728.87,0.01,0.03,-1,0.08,0.06,-0.99,0,0,0
142,1,2,489.69,61.5,43.1,5.67,1,1389.71,489.91,1154.66,489.69,25.14,25.14,5.48,25.82,25.82,5.67,1386.48,492.41,1392.67,492.41,1154.32,493.04,1160.45,493.08,568.11,497.39,543.85,427.97,0,1,1,2,-1,-1,-10.61,61.5,726.06,43.1,61.72,730.39,0.01,0.03,-1,0.07,0.07,-0.99,0,0,0
143,1,2,489.76,61.77,43.15,5.69,1,1389.77,490.14,1154.54,489.76,25.25,25.25,5.49,26.16,26.16,5.69,1386.46,492.44,1392.57,492.44,1154.28,493.07,1160.42,493.06,567.33,502.49,546.43,428.55,0,1,1,2,-1,-1,-10.64,61.77,729.28,43.15,61.77,731.07,0,0.02,-1,0.08,0.07,-0.99,0,0,0
144,1,2,489.93,61.22,43.08,5.69,1,1389.82,490.24,1154.81,489.93,25.06,25.06,5.48,25.82,25.82,5.69,1386.51,492.47,1392.92,492.55,1154.42,493.18,1160.66,493.24,568.14,505,543.78,429.05,0,1,1,2,-1,-1,-10.59,61.22,723.01,43.08,61.69,730.55,0.01,0.02,-1,0.07,0.07,-0.99,0,0,0
145,1,2,490.1,61.11,42.94,5.68,1,1390.27,490.25,1155.14,490.1,24.98,24.98,5.47,25.57,25.57,5.68,1386.88,492.9,1393.3,492.78,1154.75,493.32,1161.09,493.37,566.88,496.48,543.85,431.83,0,1,1,2,-1,-1,-10.68,61.11,722.59,42.94,61.59,729.66,0.01,0.04,-1,0.07,0.07,-0.99,0,0,0
146,1,2,490.47,61.44,42.95,5.68,1,1390.67,490.75,1155.55,490.47,25.13,25.13,5.48,25.77,25.77,5.68,1387.34,493.35,1393.51,493.36,1155.19,493.45,1161.33,493.5,565.76,493.06,541.22,443.39,0,1,1,2,-1,-1,-10.83,61.44,727.93,42.95,61.7,731.31,0,0.04,-1,0.07,0.06,-1,0,0,0
147,1,2,490.51,61.62,42.98,5.68,1,1391,490.89,1155.76,490.51,24.93,24.93,5.48,25.86,25.86,5.68,1387.49,493.43,1393.61,493.45,1155.32,493.62,1161.44,493.7,559.06,491.96,538.74,437.26,0,1,1,2,-1,-1,-10.9,61.62,730.33,42.98,61.72,732.15,-0.01,0.04,-1,0.07,0.07,-1,0,0,0
148,1,2,490.56,60.48,42.7,5.67,1,1391.6,490.83,1156.49,490.56,25.08,25.08,5.47,25.48,25.48,5.67,1387.67,493.39,1394.41,493.42,1155.77,493.57,1162.16,493.56,546.26,492.23,532.18,447.01,0,1,1,2,-1,-1,-10.8,60.48,716.69,42.7,61.54,729.72,-0.01,0.04,-1,0.06,0.06,-1,0,0,0
