eye_timestamp,eye1_x_coordinate,eye1_y_coordinate,eye1_pupil_size,eye2_x_coordinate,eye2_y_coordinate,eye2_pupil_size,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1
7228,1,2,500.25,59.45,38.71,4.33,1,1406.87,506.1,1179.33,500.25,18.11,18.11,4.14,19.34,19.34,4.33,1400.77,510.31,1406.67,510.42,1176.15,505.08,1182.25,505.19,223.25,267.5,318.02,297.42,0,1,1,2,-1,-1,-14.37,59.45,752.42,38.71,59.93,742.97,-0.14,0.13,-0.98,-0.06,0.16,-0.99,0,0,0
7229,1,2,500.28,59.51,38.73,4.32,1,1407.12,506.08,1179.21,500.28,18.24,18.24,4.14,19.25,19.25,4.32,1400.77,510.26,1406.62,510.38,1176.14,505.03,1182.15,505.14,213,266.95,319.19,298.08,0,1,1,2,-1,-1,-14.37,59.51,753.06,38.73,59.97,743.21,-0.15,0.13,-0.98,-0.05,0.15,-0.99,0,0,0
7230,1,2,500.6,59.6,38.73,4.32,1,1406.98,505.7,1179.04,500.6,18.08,18.08,4.13,19.18,19.18,4.32,1400.77,510.24,1406.57,510.33,1176.11,505.08,1182.13,505.2,214.64,247.86,322.66,310.8,0,1,1,2,-1,-1,-14.39,59.6,754.08,38.73,59.94,743.03,-0.14,0.15,-0.98,-0.05,0.14,-0.99,0,0,0
7231,1,2,500.14,59.54,38.68,4.32,1,1407.51,505.96,1179.62,500.14,18.28,18.28,4.13,19.34,19.34,4.32,1400.98,510.32,1406.91,510.49,1176.37,505.11,1182.36,505.31,205.44,250.25,315.75,285.09,0,1,1,2,-1,-1,-14.44,59.54,753.66,38.68,59.94,743.21,-0.16,0.14,-0.98,-0.06,0.16,-0.98,0,0,0
7232,1,2,500.56,59.4,38.67,4.32,1,1407.66,506.28,1180.05,500.56,18.4,18.4,4.14,19.4,19.4,4.32,1401.15,510.57,1407.21,510.57,1176.59,505.22,1182.53,505.3,205.86,259.06,300.67,299.7,0,1,1,2,-1,-1,-14.48,59.4,752.4,38.67,59.97,743.84,-0.15,0.13,-0.98,-0.07,0.15,-0.99,0,0,0
7233,1,2,500.51,59.38,38.69,4.32,1,1407.61,506.6,1180.39,500.51,18.14,18.14,4.13,19.3,19.3,4.32,1401.17,510.67,1407.13,510.68,1176.51,505.2,1182.5,505.34,205.24,271.07,252.76,296.59,0,1,1,2,-1,-1,-14.47,59.38,752.53,38.69,59.98,743.97,-0.15,0.12,-0.98,-0.09,0.15,-0.98,0,0,0
7234,1,2,501.16,59.38,38.7,4.32,1,1407.87,505.96,1180.19,501.16,18.55,18.55,4.14,19.14,19.14,4.32,1401.18,510.5,1407.19,510.53,1176.48,505.21,1182.49,505.36,193.69,243.56,252.35,358.67,0,1,1,2,-1,-1,-14.47,59.38,752.07,38.7,60,744.21,-0.16,0.14,-0.98,-0.08,0.12,-0.99,0,0,0
7235,1,2,500.3,59.29,38.72,4.31,1,1407.41,506.22,1180.43,500.3,18.15,18.15,4.14,18.95,18.95,4.31,1401.07,510.35,1407.2,510.36,1176.52,505.02,1182.5,505.21,210.21,273.95,245.82,293.67,0,1,1,2,-1,-1,-14.43,59.29,750.41,38.72,60.07,744.63,-0.14,0.12,-0.98,-0.09,0.15,-0.98,0,0,0
7236,1,2,500.05,59.34,38.75,4.31,1,1407.85,505.72,1180,500.05,18.42,18.42,4.14,19.24,19.24,4.31,1401.06,510.09,1407.1,510.19,1176.47,504.78,1182.45,504.84,184.87,252.81,272.92,294.68,0,1,1,2,-1,-1,-14.41,59.34,750.33,38.75,60.17,744.97,-0.16,0.14,-0.98,-0.08,0.15,-0.99,0,0,0
7237,1,2,500.24,59.19,38.78,4.28,1,1407.32,505.87,1179.72,500.24,18.13,18.13,4.13,18.62,18.62,4.28,1400.85,510.05,1406.99,510.09,1176.42,504.72,1182.4,504.57,203.48,271.56,290.95,319.78,0,1,1,2,-1,-1,-14.34,59.19,748.3,38.78,60.25,745.44,-0.15,0.13,-0.98,-0.07,0.13,-0.99,0,0,0
7238,1,2,500.13,59.21,38.82,4.29,1,1407.53,505.59,1179.91,500.13,18.39,18.39,4.13,19.11,19.11,4.29,1400.92,510.04,1406.96,510.11,1176.42,504.75,1182.38,504.64,192.81,249.52,274.53,308.9,0,1,1,2,-1,-1,-14.35,59.21,748.49,38.82,60.29,746.1,-0.16,0.14,-0.98,-0.07,0.14,-0.99,0,0,0
7239,1,2,500.27,59.05,38.81,4.3,1,1407.57,505.96,1179.84,500.27,18.08,18.08,4.12,19.38,19.38,4.3,1400.96,510.23,1407.06,510.27,1176.46,504.83,1182.46,504.93,193.28,263.37,282.98,308.12,0,1,1,2,-1,-1,-14.33,59.05,747.04,38.81,60.26,746.24,-0.15,0.13,-0.98,-0.07,0.14,-0.99,0,0,0
7240,1,2,500.26,58.98,38.83,4.28,1,1408.11,505.95,1180.23,500.26,18.34,18.34,4.12,18.75,18.75,4.28,1401.2,510.32,1407.28,510.36,1176.6,505.03,1182.53,505.11,178.02,254.33,266.7,299.51,0,1,1,2,-1,-1,-14.37,58.98,746.36,38.83,60.28,747.11,-0.17,0.13,-0.98,-0.08,0.15,-0.98,0,0,0
7241,1,2,500.8,58.79,38.85,4.29,1,1407.77,506.57,1180.25,500.8,18.05,18.05,4.1,19.16,19.16,4.29,1401.23,510.6,1407.39,510.59,1176.83,505.18,1182.69,505.25,194.91,282.57,271.4,319.27,0,1,1,2,-1,-1,-14.36,58.79,744.79,38.85,60.34,748.26,-0.15,0.12,-0.98,-0.07,0.13,-0.99,0,0,0
7242,1,2,500.54,58.71,38.82,4.29,1,1408.15,506.62,1180.41,500.54,17.9,17.9,4.09,19.09,19.09,4.29,1401.33,510.7,1407.45,510.67,1176.97,505.21,1182.91,505.24,182.49,282.1,272.93,304.7,0,1,1,2,-1,-1,-14.37,58.71,744.08,38.82,60.36,748.58,-0.16,0.12,-0.98,-0.07,0.15,-0.99,0,0,0
7243,1,2,500.08,58.81,38.85,4.29,1,1408.18,506.04,1180.66,500.08,18.35,18.35,4.09,18.87,18.87,4.29,1401.49,510.59,1407.47,510.56,1177.03,505.12,1182.95,505.13,182.26,251.03,267.58,283.87,0,1,1,2,-1,-1,-14.4,58.81,744.95,38.85,60.44,749.28,-0.16,0.14,-0.98,-0.08,0.17,-0.98,0,0,0
7244,1,2,500.19,58.91,38.9,4.28,1,1408.27,506.03,1180.58,500.19,17.72,17.72,4.07,18.89,18.89,4.28,1401.49,510.35,1407.42,510.38,1177,504.92,1182.89,504.97,175.54,262.13,268.15,298.83,0,1,1,2,-1,-1,-14.41,58.91,745.56,38.9,60.55,750.02,-0.17,0.13,-0.98,-0.08,0.15,-0.99,0,0,0
7245,1,2,500.24,58.92,38.91,4.29,1,1408.06,505.94,1180.2,500.24,17.98,17.98,4.06,19.03,19.03,4.29,1401.33,510.17,1407.31,510.24,1176.85,504.71,1182.84,504.79,177.81,268.75,275.76,311.49,0,1,1,2,-1,-1,-14.37,58.92,745.22,38.91,60.58,749.79,-0.16,0.13,-0.98,-0.07,0.14,-0.99,0,0,0
7246,1,2,500.08,58.97,38.99,4.29,1,1407.86,505.87,1180.15,500.08,17.81,17.81,4.05,19.08,19.08,4.29,1401.24,510.03,1407.2,510.13,1176.73,504.46,1182.6,504.46,180.39,272.22,274.05,320.34,0,1,1,2,-1,-1,-14.35,58.97,745.46,38.99,60.71,750.59,-0.16,0.13,-0.98,-0.07,0.13,-0.99,0,0,0
7247,1,2,500.05,58.97,39.03,4.29,1,1407.59,505.77,1180.04,500.05,17.97,17.97,4.05,18.99,18.99,4.29,1401.18,510.01,1407.17,510.09,1176.69,504.37,1182.55,504.41,191.28,271.68,275.04,324.73,0,1,1,2,-1,-1,-14.34,58.97,745.46,39.03,60.77,751.17,-0.15,0.13,-0.98,-0.07,0.13,-0.99,0,0,0
7248,1,2,500.1,59.01,38.99,4.29,1,1408.04,505.67,1180.34,500.1,17.85,17.85,4.04,18.99,18.99,4.29,1401.33,510.15,1407.26,510.2,1176.81,504.5,1182.74,504.55,177.5,256.36,271.72,321.42,0,1,1,2,-1,-1,-14.39,59.01,746.37,38.99,60.74,751.14,-0.16,0.14,-0.98,-0.08,0.14,-0.99,0,0,0
7249,1,2,500.23,58.99,38.96,4.29,1,1407.95,506.15,1180.59,500.23,17.91,17.91,4.04,18.99,18.99,4.29,1401.45,510.31,1407.41,510.38,1176.97,504.73,1182.92,504.8,185.44,274.41,269.62,316.47,0,1,1,2,-1,-1,-14.42,58.99,746.56,38.96,60.68,751.19,-0.15,0.13,-0.98,-0.08,0.14,-0.99,0,0,0
7250,1,2,500.56,59.07,38.87,4.28,1,1408.25,506.13,1180.36,500.56,17.76,17.76,4.03,18.68,18.68,4.28,1401.69,510.56,1407.53,510.63,1177.13,504.96,1183.18,505.13,179.92,258.26,278.5,319.24,0,1,1,2,-1,-1,-14.5,59.07,748.27,38.87,60.57,750.57,-0.16,0.14,-0.98,-0.06,0.14,-0.99,0,0,0
7251,1,2,500.62,58.98,38.99,4.27,1,1407.22,506.44,1179.64,500.62,18,18,4.03,18.77,18.77,4.27,1401.17,510.77,1407.16,510.85,1176.83,505.12,1182.74,505.22,219.36,267.37,315.72,316.52,0,1,1,2,-1,-1,-14.39,58.98,747.87,38.99,60.58,751.1,-0.13,0.13,-0.98,-0.04,0.14,-0.99,0,0,0
7252,1,2,500.58,58.98,39.04,4.27,1,1406.92,506.39,1179.23,500.58,18.01,18.01,4.04,18.9,18.9,4.27,1400.93,510.73,1406.95,510.86,1176.59,505.18,1182.53,505.23,235.62,264.61,341.47,310.17,0,1,1,2,-1,-1,-14.33,58.98,747.76,39.04,60.57,751.09,-0.13,0.14,-0.98,-0.03,0.15,-0.99,0,0,0
7253,1,2,500.63,59.01,39.04,4.27,1,1406.88,506.41,1179.36,500.63,17.94,17.94,4.04,18.74,18.74,4.27,1400.78,510.55,1406.83,510.72,1176.52,505.06,1182.51,505.22,232.06,269.66,331.1,316.55,0,1,1,2,-1,-1,-14.3,59.01,747.71,39.04,60.56,750.75,-0.13,0.13,-0.98,-0.04,0.14,-0.99,0,0,0
7254,1,2,500.17,59.22,39.06,4.26,1,1406.59,505.95,1179.26,500.17,17.87,17.87,4.03,18.8,18.8,4.26,1400.69,510.3,1406.53,510.39,1176.46,504.76,1182.41,504.82,238.49,265.67,335.24,312.48,0,1,1,2,-1,-1,-14.28,59.22,749.45,39.06,60.65,750.78,-0.13,0.14,-0.98,-0.04,0.14,-0.99,0,0,0
7255,1,2,499.95,59.32,39.06,4.26,1,1406.57,505.73,1178.85,499.95,17.78,17.78,4.03,18.72,18.72,4.26,1400.65,510.22,1406.49,510.3,1176.33,504.37,1182.34,504.44,238.85,259.04,349.12,318.18,0,1,1,2,-1,-1,-14.3,59.32,750.52,39.06,60.7,750.3,-0.13,0.14,-0.98,-0.03,0.14,-0.99,0,0,0
7256,1,2,499.94,59.4,39,4.25,1,1406.37,505.82,1179.22,499.94,17.6,17.6,4.02,18.73,18.73,4.25,1400.63,510.16,1406.48,510.24,1176.31,504.31,1182.39,504.39,246.1,263.63,335.52,320.45,0,1,1,2,-1,-1,-14.31,59.4,751.33,39,60.63,749.28,-0.12,0.13,-0.98,-0.04,0.13,-0.99,0,0,0
7257,1,2,499.9,59.44,38.98,4.24,1,1406.54,506.04,1179.33,499.9,17.64,17.64,4.02,18.63,18.63,4.24,1400.66,510.25,1406.52,510.28,1176.4,504.4,1182.39,504.41,244.54,267.73,332.68,317.7,0,1,1,2,-1,-1,-14.33,59.44,752.07,38.98,60.6,749.11,-0.12,0.13,-0.98,-0.05,0.14,-0.99,0,0,0
7258,1,2,500.49,59.4,38.96,4.25,1,1406.41,506.22,1179.17,500.49,18.21,18.21,4.03,18.85,18.85,4.25,1400.69,510.36,1406.63,510.44,1176.51,504.75,1182.46,504.76,251.81,270.74,341.09,323.82,0,1,1,2,-1,-1,-14.34,59.4,751.98,38.96,60.52,749.18,-0.12,0.13,-0.99,-0.03,0.13,-0.99,0,0,0
7259,1,2,500.57,59.28,38.92,4.23,1,1406.62,506.47,1179.33,500.57,17.85,17.85,4.03,18.56,18.56,4.23,1400.82,510.61,1406.85,510.73,1176.54,505.02,1182.55,505.18,253.35,272.68,339.99,316.67,0,1,1,2,-1,-1,-14.37,59.28,751.26,38.92,60.4,748.67,-0.12,0.13,-0.99,-0.04,0.14,-0.99,0,0,0
7260,1,2,500.41,59.17,38.9,4.24,1,1406.52,506.58,1179.28,500.41,17.68,17.68,4.03,18.93,18.93,4.24,1400.88,510.8,1406.95,510.87,1176.56,505.13,1182.55,505.21,262.56,272.32,343.05,309.1,0,1,1,2,-1,-1,-14.37,59.17,750.37,38.9,60.36,748.38,-0.11,0.13,-0.99,-0.04,0.15,-0.99,0,0,0
7261,1,2,500.61,59.16,38.9,4.25,1,1407,506.7,1179.42,500.61,18.01,18.01,4.03,18.99,18.99,4.25,1400.92,510.76,1406.95,510.88,1176.55,505.11,1182.54,505.23,248.3,277.23,339.72,314.05,0,1,1,2,-1,-1,-14.37,59.16,750.15,38.9,60.35,748.23,-0.13,0.12,-0.98,-0.04,0.14,-0.99,0,0,0
7262,1,2,500.1,59.13,38.88,4.24,1,1406.69,506.54,1179.3,500.1,18.09,18.09,4.04,18.62,18.62,4.24,1400.78,510.6,1406.84,510.72,1176.49,504.97,1182.52,505.14,254.33,280.63,342.95,293.22,0,1,1,2,-1,-1,-14.33,59.13,749.33,38.88,60.34,747.73,-0.12,0.12,-0.99,-0.04,0.16,-0.99,0,0,0
7263,1,2,500.14,59.21,38.89,4.23,1,1406.8,506.51,1179.14,500.14,17.96,17.96,4.04,18.59,18.59,4.23,1400.74,510.4,1406.71,510.56,1176.49,504.81,1182.44,504.86,248.7,287.83,344.86,306.76,0,1,1,2,-1,-1,-14.32,59.21,749.7,38.89,60.39,747.81,-0.13,0.11,-0.98,-0.03,0.15,-0.99,0,0,0
7264,1,2,500.05,59.26,38.89,4.23,1,1406.78,506.12,1179.31,500.05,17.68,17.68,4.03,18.71,18.71,4.23,1400.74,510.32,1406.65,510.41,1176.43,504.52,1182.44,504.55,247.39,279.28,340.77,316.97,0,1,1,2,-1,-1,-14.32,59.26,750.1,38.89,60.44,747.51,-0.13,0.13,-0.98,-0.04,0.14,-0.99,0,0,0
7265,1,2,500.04,59.31,38.89,4.21,1,1406.54,506.02,1179.57,500.04,17.94,17.94,4.04,18.49,18.49,4.21,1400.71,510.28,1406.6,510.36,1176.42,504.41,1182.41,504.43,253.47,278.7,328.51,324.5,0,1,1,2,-1,-1,-14.32,59.31,750.55,38.89,60.47,747.46,-0.12,0.13,-0.98,-0.06,0.13,-0.99,0,0,0
7266,1,2,499.95,59.16,38.99,4.21,1,1405.26,506.02,1178.08,499.95,18.19,18.19,4.05,18.61,18.61,4.21,1400.19,510.21,1406.31,510.31,1175.84,504.43,1181.92,504.48,341.42,284.84,374.89,317.87,0,1,1,2,-1,-1,-14.18,59.16,748.4,38.99,60.42,747,-0.08,0.13,-0.99,-0.01,0.14,-0.99,0,0,0
7267,1,2,500.3,59.02,38.98,4.21,1,1405.65,505.85,1178.45,500.3,18.03,18.03,4.05,18.62,18.62,4.21,1400.12,510.29,1406.29,510.36,1175.8,504.65,1181.86,504.59,283.09,279,345.91,328.22,0,1,1,2,-1,-1,-14.14,59.02,746.88,38.98,60.34,746.53,-0.1,0.14,-0.99,-0.03,0.13,-0.99,0,0,0
7268,1,2,500.27,58.89,39.01,4.22,1,1405.53,505.96,1178.02,500.27,17.25,17.25,4.01,19.05,19.05,4.22,1400.13,510.48,1406.31,510.48,1175.82,504.75,1181.76,504.83,304.34,275.9,378.49,317.7,0,1,1,2,-1,-1,-14.12,58.89,745.67,39.01,60.34,746.95,-0.09,0.14,-0.99,-0.01,0.14,-0.99,0,0,0
7269,1,2,500.21,58.9,39.07,4.23,1,1405.52,506.16,1177.89,500.21,17.9,17.9,4.02,18.91,18.91,4.23,1400.16,510.66,1406.21,510.63,1175.84,504.85,1181.69,505.02,305.53,274.13,394.24,303.11,0,1,1,2,-1,-1,-14.12,58.9,746.32,39.07,60.38,747.97,-0.09,0.14,-0.99,-0.01,0.15,-0.99,0,0,0
7270,1,2,500.5,58.78,39.11,4.22,1,1405.75,506.27,1178.19,500.5,17.76,17.76,4.01,18.6,18.6,4.22,1400.16,510.7,1406.27,510.7,1175.84,504.85,1181.7,505.04,292.41,274.01,369.64,318.36,0,1,1,2,-1,-1,-14.11,58.78,744.98,39.11,60.44,748.71,-0.1,0.14,-0.99,-0.02,0.14,-0.99,0,0,0
7271,1,2,500.12,58.67,39.15,4.23,1,1405.66,506.25,1178.17,500.12,17.6,17.6,4,18.9,18.9,4.23,1400.15,510.58,1406.35,510.54,1175.82,504.78,1181.69,504.91,304.35,279.96,376.65,303.61,0,1,1,2,-1,-1,-14.08,58.67,743.19,39.15,60.52,749.4,-0.1,0.13,-0.99,-0.02,0.15,-0.99,0,0,0
7272,1,2,500.43,58.77,39.11,4.24,1,1405.69,505.73,1177.98,500.43,17.62,17.62,3.99,18.94,18.94,4.24,1400.35,510.34,1406.39,510.41,1175.79,504.68,1181.8,504.64,308.05,265.77,387.13,329.9,0,1,1,2,-1,-1,-14.12,58.77,743.89,39.11,60.53,748.96,-0.09,0.15,-0.98,-0.01,0.13,-0.99,0,0,0
7273,1,2,500.16,58.76,39.08,4.23,1,1405.51,506.12,1178.04,500.16,18.07,18.07,4,18.62,18.62,4.23,1400.37,510.25,1406.41,510.37,1175.82,504.48,1181.86,504.52,320.33,285.52,388.94,327.12,0,1,1,2,-1,-1,-14.12,58.76,743.56,39.08,60.53,748.52,-0.08,0.12,-0.99,-0.01,0.13,-0.99,0,0,0
7274,1,2,499.6,58.77,39.03,4.21,1,1405.6,505.96,1178.12,499.6,18.22,18.22,4.01,18.32,18.32,4.21,1400.39,510.19,1406.42,510.33,1175.84,504.31,1181.93,504.42,318.46,278.83,391.69,303.38,0,1,1,2,-1,-1,-14.12,58.77,743.58,39.03,60.5,747.7,-0.09,0.13,-0.99,-0.01,0.15,-0.99,0,0,0
7275,1,2,499.9,58.74,39.04,4.22,1,1405.53,505.96,1178.21,499.9,17.73,17.73,4,18.94,18.94,4.22,1400.36,510.19,1406.44,510.34,1175.84,504.3,1181.85,504.41,322.87,280.68,386.91,323.13,0,1,1,2,-1,-1,-14.12,58.74,743.18,39.04,60.51,747.83,-0.08,0.13,-0.99,-0.02,0.14,-0.99,0,0,0
7276,1,2,500.09,58.79,39.02,4.21,1,1405.73,505.99,1178.2,500.09,18.05,18.05,4.01,18.52,18.52,4.21,1400.44,510.28,1406.43,510.35,1175.82,504.36,1181.87,504.45,317.12,280.06,385.92,329.58,0,1,1,2,-1,-1,-14.14,58.79,743.96,39.02,60.45,747.29,-0.09,0.13,-0.99,-0.02,0.13,-0.99,0,0,0
7277,1,2,499.75,58.75,39.16,4.21,1,1404.72,505.99,1177.22,499.75,17.71,17.71,4,18.55,18.55,4.21,1399.83,510.37,1405.88,510.44,1175.43,504.39,1181.37,504.38,335.13,277.3,409.02,308.48,0,1,1,2,-1,-1,-14,58.75,743.67,39.16,60.52,748.07,-0.07,0.13,-0.99,0.01,0.14,-0.99,0,0,0
7278,1,2,500.1,58.87,39.14,4.19,1,1404.17,506.03,1177,500.1,17.63,17.63,3.99,18.43,18.43,4.19,1399.59,510.4,1405.49,510.44,1175.17,504.44,1181.26,504.47,363.7,280.13,415.15,325.79,0,1,1,2,-1,-1,-13.95,58.87,745.3,39.14,60.41,746.9,-0.06,0.13,-0.99,0.01,0.13,-0.99,0,0,0
7279,1,2,500.02,58.87,39.08,4.19,1,1404.28,506.17,1177.06,500.02,17.72,17.72,3.99,18.44,18.44,4.19,1399.64,510.42,1405.59,510.51,1175.21,504.41,1181.32,504.43,366.59,284.78,420.5,325.96,0,1,1,2,-1,-1,-13.97,58.87,745.39,39.08,60.35,746,-0.06,0.13,-0.99,0.01,0.13,-0.99,0,0,0
7280,1,2,499.93,58.85,39.07,4.19,1,1404.13,506.11,1176.54,499.93,17.89,17.89,3.99,18.75,18.75,4.19,1399.69,510.47,1405.69,510.52,1175.25,504.32,1181.31,504.38,384.83,284.76,469.91,324.33,0,1,1,2,-1,-1,-13.99,58.85,745.21,39.07,60.35,745.87,-0.05,0.13,-0.99,0.03,0.13,-0.99,0,0,0
7281,1,2,499.68,58.85,39.05,4.19,1,1404.39,505.97,1177.06,499.68,17.65,17.65,3.99,18.69,18.69,4.19,1399.84,510.44,1405.85,510.55,1175.29,504.27,1181.35,504.35,381.67,281.17,432.36,312.88,0,1,1,2,-1,-1,-14.02,58.85,745.22,39.05,60.33,745.49,-0.06,0.14,-0.99,0.01,0.14,-0.99,0,0,0
7282,1,2,499.81,58.84,39.04,4.18,1,1404.54,506.25,1177.04,499.81,18.29,18.29,4.01,18.38,18.38,4.18,1399.87,510.45,1405.94,510.54,1175.33,504.22,1181.36,504.34,379.47,287.97,435.49,322.84,0,1,1,2,-1,-1,-14.03,58.84,745.06,39.04,60.34,745.56,-0.06,0.13,-0.99,0.01,0.14,-0.99,0,0,0
7283,1,2,499.71,58.84,39.05,4.17,1,1404.5,505.92,1177.09,499.71,17.71,17.71,4,18.31,18.31,4.17,1399.89,510.35,1405.99,510.49,1175.34,504.2,1181.35,504.35,382.77,283.15,435.86,317.47,0,1,1,2,-1,-1,-14.04,58.84,744.9,39.05,60.35,745.65,-0.06,0.14,-0.99,0.01,0.14,-0.99,0,0,0
7284,1,2,499.78,58.87,39.01,4.16,1,1404.44,505.96,1177.06,499.78,17.74,17.74,3.99,18.52,18.52,4.16,1399.83,510.31,1405.88,510.46,1175.25,504.1,1181.34,504.32,383.32,282.86,435.48,321.84,0,1,1,2,-1,-1,-14.02,58.87,745.18,39.01,60.3,744.8,-0.06,0.14,-0.99,0.01,0.13,-0.99,0,0,0
7285,1,2,499.39,58.87,38.99,4.15,1,1404.38,506.32,1177.15,499.39,18.18,18.18,4.01,18.25,18.25,4.15,1399.73,510.34,1405.78,510.45,1175.23,504.04,1181.31,504.3,383.39,293.98,435.09,310.24,0,1,1,2,-1,-1,-14,58.87,745.14,38.99,60.27,744.31,-0.06,0.12,-0.99,0,0.15,-0.99,0,0,0
7286,1,2,499.45,58.88,38.97,4.15,1,1404.26,506.08,1176.91,499.45,17.85,17.85,4.01,18.54,18.54,4.15,1399.76,510.33,1405.8,510.4,1175.24,504.02,1181.31,504.28,386.97,287.56,440.95,309.9,0,1,1,2,-1,-1,-14.01,58.88,745.26,38.97,60.24,743.86,-0.05,0.13,-0.99,0.02,0.15,-0.99,0,0,0
7287,1,2,499.48,58.82,38.96,4.17,1,1404.47,505.8,1176.93,499.48,17.87,17.87,4.01,18.94,18.94,4.17,1399.83,510.29,1406.01,510.37,1175.27,503.99,1181.32,504.29,386.33,280.02,441.9,309.6,0,1,1,2,-1,-1,-14.02,58.82,744.4,38.96,60.22,743.66,-0.06,0.14,-0.99,0.02,0.14,-0.99,0,0,0
7288,1,2,499.47,58.76,38.95,4.17,1,1404.51,506.06,1177.13,499.47,17.93,17.93,4.01,18.63,18.63,4.17,1399.94,510.31,1406.11,510.4,1175.32,503.96,1181.34,504.27,389.07,288.99,439.58,310.23,0,1,1,2,-1,-1,-14.04,58.76,743.66,38.95,60.24,743.77,-0.05,0.13,-0.99,0.01,0.14,-0.99,0,0,0
7289,1,2,499.89,58.73,38.94,4.18,1,1404.57,506,1176.99,499.89,17.92,17.92,4.01,18.77,18.77,4.18,1399.83,510.38,1405.92,510.49,1175.26,503.98,1181.35,504.32,386.59,283.47,440.7,325.01,0,1,1,2,-1,-1,-14,58.73,743.6,38.94,60.21,743.49,-0.06,0.14,-0.99,0.01,0.12,-0.99,0,0,0
7290,1,2,499.99,58.71,39.03,4.18,1,1403.04,506.19,1175.91,499.99,17.72,17.72,4,18.79,18.79,4.18,1399.3,510.4,1405.39,510.43,1174.89,504.3,1180.96,504.28,473.92,296.43,489.55,323.32,0,1,1,2,-1,-1,-13.87,58.71,743.24,39.03,60.17,743.46,-0.02,0.12,-0.99,0.05,0.13,-0.99,0,0,0
7291,1,2,500.07,58.68,39.05,4.18,1,1403.09,505.82,1175.8,500.07,17.57,17.57,3.99,18.75,18.75,4.18,1399.24,510.42,1405.35,510.41,1174.71,504.32,1180.81,504.3,465.53,279.68,490.71,330.44,0,1,1,2,-1,-1,-13.85,58.68,742.83,39.05,60.14,743.15,-0.02,0.14,-0.99,0.04,0.12,-0.99,0,0,0
7292,1,2,499.81,58.58,39.09,4.19,1,1402.94,505.97,1175.63,499.81,17.82,17.82,3.98,18.74,18.74,4.19,1399.12,510.42,1405.33,510.38,1174.6,504.29,1180.64,504.23,469.52,288.67,498.17,319.83,0,1,1,2,-1,-1,-13.81,58.58,741.56,39.09,60.16,743.26,-0.02,0.13,-0.99,0.04,0.13,-0.99,0,0,0
7293,1,2,499.87,58.49,39.13,4.19,1,1403.24,505.82,1175.68,499.87,17.95,17.95,3.99,18.9,18.9,4.19,1399.1,510.32,1405.36,510.38,1174.54,504.29,1180.52,504.22,445.85,282.69,490.24,324.58,0,1,1,2,-1,-1,-13.79,58.49,740.28,39.13,60.19,743.57,-0.03,0.14,-0.99,0.04,0.13,-0.99,0,0,0
7294,1,2,499.54,58.51,39.17,4.21,1,1403.23,505.64,1175.8,499.54,17.85,17.85,3.98,18.98,18.98,4.21,1399.17,510.3,1405.29,510.31,1174.56,504.23,1180.51,504.17,446.03,277.98,484.62,308.71,0,1,1,2,-1,-1,-13.79,58.51,740.38,39.17,60.26,744.33,-0.03,0.15,-0.99,0.03,0.14,-0.99,0,0,0
7295,1,2,499.77,58.46,39.21,4.22,1,1403.07,505.41,1175.73,499.77,17.75,17.75,3.98,18.99,18.99,4.22,1399.16,510.22,1405.33,510.27,1174.59,504.21,1180.52,504.18,457.9,268.37,489.62,320.28,0,1,1,2,-1,-1,-13.78,58.46,739.61,39.21,60.33,745.1,-0.02,0.15,-0.99,0.04,0.13,-0.99,0,0,0
7296,1,2,499.48,58.48,39.23,4.22,1,1403.17,505.4,1175.7,499.48,17.59,17.59,3.97,18.85,18.85,4.22,1399.23,510.2,1405.33,510.26,1174.66,504.16,1180.58,504.14,454.58,264.91,495.44,306.9,0,1,1,2,-1,-1,-13.79,58.48,739.72,39.23,60.4,745.88,-0.02,0.15,-0.99,0.04,0.15,-0.99,0,0,0
7297,1,2,499.59,58.43,39.3,4.24,1,1403.22,505.75,1175.45,499.59,18.06,18.06,3.98,19.27,19.27,4.24,1399.22,510.22,1405.36,510.33,1174.68,504.2,1180.55,504.17,453.88,277.3,504.63,308.32,0,1,1,2,-1,-1,-13.78,58.43,739.25,39.3,60.49,747.11,-0.03,0.14,-0.99,0.05,0.14,-0.99,0,0,0
7298,1,2,499.56,58.44,39.34,4.25,1,1403.14,505.58,1175.52,499.56,17.87,17.87,3.97,18.95,18.95,4.25,1399.27,510.24,1405.36,510.32,1174.76,504.17,1180.61,504.16,456.93,269.84,508.5,305.75,0,1,1,2,-1,-1,-13.79,58.44,739.41,39.34,60.59,748.27,-0.02,0.15,-0.99,0.05,0.14,-0.99,0,0,0
